Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5696.158359,5372.138502,5480.854333,5124.354896,4959.535128,5074.377064,5395.967328,5830.339126,6232.667048,6710.469121,7231.328422,7599.524783,7845.669401,8473.747922,7975.384145,8550.170639,9052.866543,9000.658925,9817.296297,10314.40965,10360.82959,10942.55087,11651.31745,12373.03809,13049.51232
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4983.76444,4481.208662,4020.046169,3858.790945,3911.266332,4128.906625,4187.393867,4314.865804,4421.25457,4517.57256,4528.954057,4619.958135,4791.718277,5074.418489,5551.467146,5883.371701,6305.818272,6858.327926,7360.687406,7153.4321,7479.797402,8613.298079,9488.339607,10383.75128,10980.3352,11022.95648,10940.41507,11311.79382,11915.5793,12316.78755
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12619.42281,13278.25147,12063.06917,12458.6316,12545.07848,12732.79931,12996.93028,13548.15045,14093.68053,15281.99702,16300.19621,17446.52809,16400.26387,16817.864,17342.58859,16856.02184,17437.21182,17731.03013,18321.89756,18857.90297,19745.11298,20752.62045,21598.91083
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3818.608639,4020.252468,3866.380894,3772.113694,4103.533559,3822.154278,4233.282282,4110.738895,4351.454938,4343.665767,4372.647663,4636.152023,4723.946018,4946.482268,5122.991,5229.775207,5560.403283,5689.633929,5955.174588,6131.70757,6284.120116,6525.136461,6628.26705,6831.114807,6915.102922,7129.68627,7109.242906,7314.154487,7437.637535,7514.720881
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,471.3251025,481.896747,436.7203078,464.0184871,475.2497869,469.1892312,506.1519156,548.3475277,587.8636158,640.2520704,630.7015424,687.1492749,729.2896659,756.5941649,792.7271548,821.3458944,875.9165148,917.7953675,958.2834241,991.3231811,1027.208571,1073.478711,1120.129607,1165.409437,1217.09021,1262.613081,1273.783084,1283.65987,1289.738003,1281.391836
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,619.6451445,607.4574401,658.1079351,689.9084584,733.0660025,774.7462657,814.4462854,849.4865634,887.804748,972.8218993,1093.788137,1204.833407,1336.222774,1507.095459,1696.88176,1911.956244,2146.56789,2388.448813,2617.138174,2874.780227,3129.920812,3279.665296,3491.185032,3753.322305,4020.037369,4268.500515,4482.924518,4739.910118,5029.180876,5142.154166
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5851.955366,6143.37619,6408.932059,6152.987282,6115.030755,6212.783067,6274.177601,6405.505056,6487.940134,6584.030167,6697.343605,6668.104028,6882.31074,7068.757984,7816.972518,7888.260897,8304.834036,8597.632525,8666.168271,8534.566286,8888.413119,9177.118632,9474.337469,9832.799526,10216.35217,10487.50002,10266.74525,10050.50128,9931.972912,9637.180351
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5582.104075,5612.142811,5964.99121,4595.019036,5588.312056,6066.898394,6696.529862,7328.095793,7984.580898,9906.482768,11446.26104,11278.35196,11167.31928,10666.93861,11470.58795,11582.73184
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1409.069558,1460.181278,1479.519171,1495.111576,1575.586045,1589.798595,1635.523711,1680.482652,1695.651878,1736.428724,1810.877865,1866.151643,1839.790731,1885.284381,1947.285711,1989.585178,2031.107696,2075.251324,2178.487622,2258.862101,2356.292316,2434.377011,2555.643528,2668.276651,2829.233394,2911.548304,2902.249217,3099.306082,3252.743328,3416.791282
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36577.86585,37175.93392,37525.39328,37733.37763,38617.15683,39624.28201,40821.848,42370.37654,44073.87874,45985.52789,47573.65569,48314.59546,48111.49648,47959.56527,48741.87597,49625.41957,51260.55225,53078.94832,54020.22739,51772.42493,52199.16424,52762.19919,52025.68145,51804.99959,52353.66699,53143.29965,54019.80035,55264.57036,56239.95536,56849.37691
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28135.65214,26512.64521,26525.07307,27900.4153,28941.42095,29867.46306,30461.92033,30680.94027,30652.64095,32154.12992,32894.38486,33833.93938,34805.56029,35678.05333,36567.60022,37357.72097,37955.60291,38757.85527,38034.45452,37601.14283,37764.03611,38361.19419,39005.89184,39724.87802,40548.07966,41229.25948,41857.47803,42274.40688,43167.65833,43695.15099
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3454.287033,3371.698278,3309.543634,3224.15569,3261.239391,3384.859589,3531.740804,3606.359441,3677.009362,3872.328145,3968.920519,4026.024249,3998.895931,4043.308467,4200.301774,4320.775123,4438.915071,4600.569832,4693.656626,4477.407061,4611.840288,4837.559802,5083.39372,5263.486091,5443.34174,5630.397464,5811.910595,6004.017296,5694.92448,5407.1207
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1124.922466,1084.557509,1070.353192,1038.224125,1021.953021,1011.541241,977.9038935,958.543729,1017.399299,979.4809761,933.3467054,965.4171294,976.4548507,961.5235986,929.8839197,961.5403822,981.1580452,974.6825101,1011.10343,992.4099774,1036.904305,1020.997353,1085.543926,1099.434147,1127.615541,1132.331205,1151.655159,1163.683259,1200.966203,1224.510472
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3259.643037,3189.089071,3253.694356,3108.674658,2977.090193,2901.768335,2949.20009,2961.198417,2962.892214,2906.723773,2977.041548,3075.003131,3458.070747,3619.14029,3854.008007,3997.439693,4130.403219,4288.270131,4458.622265,4690.379631,4932.334987,5056.892427,5131.37375,5329.123068,5516.386504,5514.770455,5284.891949,5190.354386,5155.074546,5135.499571
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11414.43146,10725.7949,10045.02304,9316.428227,9163.368107,9054.144324,9132.935598,9217.398474,9469.825861,9820.509441,10214.65545,9862.459487,9980.039277,10179.50878,10636.54653,11121.5902,11676.71122,12418.78709,13086.38739,13028.5801,13455.10942,13758.34294,13683.75447,14071.90297,14570.60233,15121.12307,15541.21281,15699.89421,16147.72998,16660.45011
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42271.16665,43367.9713,44659.6024,45657.73429,47693.59161,49418.28471,51640.58875,54075.57876,55165.31266,55891.67809,57309.81861,58203.59323,58727.79596,58915.70569,60893.41099,62067.97071,63047.64074,64267.0007,63773.35373,61886.5645,61549.41,61352.45685,62188.65998,62076.58604,62589.37355,63188.66728,63305.60402,64255.28265,64655.68752,64962.26227
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26563.15269,26962.4214,27911.78625,28329.62735,28382.30747,29045.3531,29496.80037,31094.26427,31886.08798,31948.65873,33845.47456,34946.83111,33971.53299,32353.9995,31976.72389,31915.1553,32723.86312,33198.16469,34695.59014,35213.41776,33870.95338,32529.01365,32967.40882,32194.98896,30535.8332,30152.21091,30190.16766,29082.42362,28593.07967,27299.40834
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2915.900094,2976.912731,3118.139237,3086.893346,3115.10302,3179.507027,3240.088874,3180.351132,3169.890225,3196.279637,3245.378456,3277.051412,3279.030868,3388.176646,3560.811864,3706.824,3836.492726,3931.175808,3908.59896,3930.508196,3906.874014,3928.510842,3980.719955,4069.222393,4171.253109,4278.346427,4421.670349,4571.414491,4739.768808,4690.484755
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13596.66416,14262.53008,14584.21293,13985.77506,14622.11259,15267.2176,15392.8227,16017.06319,15457.27108,14769.42456,15073.3752,16271.1375,16641.76092,16109.10111,17103.55412,18352.39575,18275.02453,17841.26476,18462.78108,17579.45981
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10728.01076,11495.76381,12183.47836,12586.16015,12681.8694,12642.36147,12891.68902,13447.51254,14145.28996,14408.09332,14510.54179,14313.67541,14356.09513,14680.78664,15493.90834,16304.59881,17394.38822,19129.19477,20640.79924,20529.47102,21347.33275,23353.51225,25201.12224,26485.56581,27357.62307,28436.35983,29337.88139,30454.76381,31049.17931,31458.69263
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2436.596486,2607.247514,2900.401461,3350.17768,3467.546244,3274.218621,3443.01319,3228.161866,3031.288186,3014.940907,2873.65237,2809.136453,2747.650488,2750.840099,2767.499065,2879.353664,2965.722041,3121.597314,3037.531682,3167.554893,3409.296817,3372.464463,3456.074377,3515.760525,3912.381195,4086.928177,4225.813275,4288.967647,4193.358779,4354.85061
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8474.204184,8545.803641,8474.396053,8677.008554,8921.889883,9309.65043,9241.819425,9420.976544,9224.84436,8909.55272,8528.67134,8293.568538,8136.631426,8335.968662,8526.510485,8568.54755,8845.110898,9192.186585,9643.502669,9489.612684,10405.23094,10700.15532,10497.45798,11225.90628,11612.38991,11810.42797,12157.80061,12594.34143,12850.46496,12685.1134
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5249.200384,5258.261357,5128.635268,5295.799138,5837.089222,6154.169445,6210.222893,6492.54991,6354.435313,6345.50102,6422.480568,6380.338617,6653.394116,6861.828363,7136.35492,7519.02772,8017.254736,8629.263924,9341.232335,9368.048066,10066.46965,10616.84225,11176.08747,11724.0032,11877.08406,12110.26888,12403.68875,12506.53017,12782.37633,12847.88521
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4231.792352,4103.908686,4018.630302,4006.696254,4085.144632,4178.032238,4322.084714,4444.786188,4322.028852,4358.689409,4453.756786,4492.721199,4562.761494,4697.485594,4908.058854,5054.238992,5228.315741,5474.681327,5618.485077,5606.590859,5918.373481,6043.601802,6351.265008,6666.250917,6973.63884,7300.135781,7705.045222,8120.842309,8516.094388,8908.175977
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11351.08909,10517.37532,10748.86967,11122.3588,11686.35754,12499.44791,13253.75021,14099.26075,14748.28195,15436.07048,16309.55372,16519.36159,16863.48903,17465.22497,18346.2178,18997.93923,20175.51152,21611.94729,22516.57005,23138.5961,24072.7553,25204.49382,25538.48691,25841.58426,26734.66476,27885.80961,28774.2728,30160.49423,31775.26164,33221.54154
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23632.06015,24721.26973,25010.0397,24469.06738,24638.76462,25605.18902,26402.99698,27442.16559,28616.58354,29566.79985,30480.13428,30854.20582,30922.25245,30519.72448,30991.44347,31175.85456,31625.39056,32354.53042,32411.05396,31369.2363,31899.66763,31404.75439,30252.97516,30138.80096,30541.79288,31218.13566,31949.20921,33150.20997,34149.39832,34961.94358
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21595.97856,21937.8921,22791.56492,23650.10864,24412.27581,25288.10622,25584.55937,26584.89999,27894.44209,29251.03732,30124.69312,31958.09675,32209.42298,32206.46489,35016.93833,34370.71461,34030.09052,33831.93417,33403.42449,32930.36156,32960.69111,33224.56552,33638.86568,33922.15842,34070.25359,34311.02963,34539.58684,34363.74599,34116.1038,34517.6132
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86566.15676,86643.78443,89119.94044,86887.33089,93748.30122,87721.34123,93655.69804,92750.0895,92555.62245,89954.51999,95908.41616,99146.84988,96261.66267,95500.11197,95578.41697,95965.17643,95601.9874,91738.8538,90970.22442,90043.92618
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13344.92709,11722.39196,10791.72318,10971.63401,11419.62205,12156.03458,12667.50248,12087.99839,11867.17194,11841.04629,12148.2001,12961.72542,13954.05819,14384.11722,15974.87303,16824.17813,18282.94808,19897.26808,22114.6612,21069.30501,20367.96045,20858.53173,21379.14823,22267.8803,23158.04868,23954.3959,25225.26379,27230.52382,28616.6,29983.55753
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21548.65224,20402.53068,17420.92107,15919.29318,13923.0472,13349.03137,12866.46684,13068.17583,12396.06433,13230.25696,14614.63374,15425.26612,16224.71861,17488.29405,18823.08678,20104.30017,21824.21198,23719.81079,24964.20283,23010.06767,24034.72771,25048.68699,26012.84993,26413.17828,26137.09256,25566.28763,25568.90779,26005.97994,26667.72544,27043.93539
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,936.6344386,939.500539,1051.321289,1033.70169,542.6591099,746.3490728,816.7613053,870.9592708,874.1886303,846.7531054,867.6159562,907.2132415,1003.021262,1009.525911,1069.296814,1148.447022,1226.239759,1287.048689,1393.029609,1441.000286,1507.16501,1586.96155,1682.204897,1718.934966,1780.144013,1889.157275,1950.528104,1975.252453,2088.754318,2226.863571
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4058.032835,3935.832237,3892.52402,4012.618923,3874.103014,4099.596145,4365.384996,4370.41623,4446.418572,4523.440089,4812.981582,5119.464826,5311.118539,5517.257206,5736.681987,5937.326361,6015.761994,6355.00975,6376.509621,6027.383768,6010.895198,6210.983162,5906.0282,5831.056368,5789.959106,5997.008601,6445.974179,6486.086856,6327.063298,6521.458324
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63598.87385,67639.00814,72931.1426,73660.38133,76790.72116,76036.95865,77911.6825,80391.82852,81263.14929,83307.40645,88152.57833,86641.76302,76736.32896,71576.7439,64729.87224,59337.82642,58062.41905,56963.40843,57794.8503,58806.1973,58867.01336,59438.56138,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2589.253283,2602.400005,2718.741888,2761.931355,2887.70059,3068.905609,3080.743157,3239.058059,3227.931682,3357.488817,3426.268908,3461.143721,3558.232854,3720.786759,3794.491814,3878.715315,3952.888147,3993.354467,3969.563798
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41392.5356,46075.13284,46498.54459,44623.50851,43761.33013,42855.79273,43073.12629,42710.90178,43111.07576,40643.84517,41955.2017,40393.97958,38170.23918,41229.80525,43210.25743,44309.51972,44276.89839,43865.90637,45340.10769,43169.54229,44036.77859,46988.99141,48023.99681,47847.64407,48208.52764,48921.22913,48627.1493,47309.13223,47596.73557,46962.14906
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2295.969198,2285.065972,2245.534936,2209.305516,2147.752114,2203.288893,2191.462679,2205.964963,2281.883222,2370.682523,2389.335464,2439.439569,2396.295469,2493.933209,2574.737297,2650.835303,2646.372865,2704.634698,2739.882762,2722.294905,2742.99502,2707.057276,2767.413542,2766.969658,2868.317698,2966.453516,3067.662712,3203.900758,3314.785689,3394.868808
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7776.943086,8272.301883,8893.376566,9225.415507,8386.299065,8929.016137,9559.646414,10178.96589,10648.22292,11636.6855,12317.18372,12997.32535,13890.49763,14738.69545,14393.67317,14557.30107,14971.45768,14941.75747,15448.95894,15274.94228,15627.94862,16234.49818,16664.06071,17508.5278,18351.27431
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14647.0482,14852.21987,15842.98329,16477.75847,15916.15735,15554.38141,16081.58476,17795.14475,18916.94433,18896.24234,19011.92417,18563.88665,18223.27487,17345.60963,16913.70258,18351.68813,19664.44761,21603.1959,20671.90844,20363.34353,20981.83459,23239.66218,23302.95228,24253.25241,24954.63178,25609.28948,26421.94143,27242.65603,27996.77057,29223.46501
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1460.779275,1485.200652,1203.079743,1224.90398,1206.396042,1111.387658,1128.595714,1056.721025,1064.246707,1024.271182,1063.296966,960.3208991,1162.257754,1213.020939,1237.630244,1244.902517,1256.617092,1321.514616,1360.160211,1372.392285,1413.564177,1469.033003,1654.413417,1953.086941,1997.511853,1551.822009,1610.552727,1642.606593,1663.292393,1718.276712
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37348.20679,38728.40391,40077.54879,43555.61904,46895.05301,48767.71829,50323.88366,52711.00299,49831.8206,52264.85109,56010.57072,53937.13319,55539.36707,58920.945,63901.71637,67010.51818,70794.44864,74032.28565,71507.06112,69466.58175,78159.84333,81398.61663,82969.56172,85585.86654,87808.66316,89366.30789,91075.53531,94940.97079,97744.95461,97341.46865
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41969.40374,43543.88976,46392.86875,45401.70236,43523.53579,42946.68454,41852.40413,40857.76948,37914.12297,35342.10661,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11728.18173,11905.63977,12594.71982,13291.73889,14141.67209,14952.05327,15540.65601,15508.36139,15710.52477,16251.42602,16990.45031,17936.57137,18887.26683,20136.28271,21845.48867,24204.73472,25532.21655,24107.15203,25498.77096,26190.9851,26642.38095,26791.15703,27472.19604,28767.60276,29343.28297,30189.39713,31283.76368,31965.76217
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22098.9886,20119.38733,19048.0477,19636.40149,20706.47029,21552.27032,22256.5048,23411.86945,24232.4278,25506.43641,26364.95183,27170.17002,28087.82025,28901.86069,30142.43122,31233.08714,32922.63557,35024.28129,36196.29165,33162.92673,33462.31214,33680.49419,32722.72029,32341.98461,33204.58869,33912.92825,34969.77263,36622.19529,38089.53867,39037.93196
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2319.825173,2390.682316,2619.163884,2647.618273,2782.020123,2977.551753,2941.577086,2834.250925,2792.4731,2703.51609,2255.391549,2020.53555,1912.213332,1984.219518,2063.037668,2124.61524,2176.25443,2222.111237,2298.70677,2303.382912,2441.760593,2553.253414,2532.737029,2596.45299,2553.386113,2520.669732,2598.570304,2665.97858,2699.73699,2662.802025
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10296.44028,9943.438596,9490.979023,9375.05092,9453.161921,9541.174979,9761.73803,9841.629865,9733.51693,9819.591268,10088.85337,10224.02288,10469.18908,10646.83311,10997.01091,11434.91381,11924.07464,12402.05123,12628.20109,12262.14352,12452.33826,12666.60742,12743.61394,12852.2768,12884.05776,12840.03587,12703.82001,12703.42124,12630.74748,12481.81287
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27631.87323,28263.35126,28386.61204,27948.50488,28478.66202,29135.08294,29785.9072,30759.56445,31978.22829,33279.04648,34868.60397,35989.30915,36453.58925,36867.79434,37368.72049,38084.59147,38982.55498,39647.02121,39365.69867,37550.20315,37438.64577,37002.03905,35883.68003,35484.68981,36083.4761,37496.42147,38600.44682,39655.15021,40441.27469,40985.55851
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3878.308328,4008.138862,4137.054704,4376.129175,4577.860538,4790.349939,4938.710667,5225.576741,5443.482797,5647.560886,5949.971439,5816.472846,5999.254976,6302.215434,6589.463314,6944.226564,7419.415534,7865.368073,8274.17512,8507.592667,9126.865795,9827.537968,10712.39703,10990.07027,11428.10757,11890.51618,12287.47271,12584.10442,12864.60635,13078.09812
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15160.62981,14833.35009,15348.75143,16213.46177,16877.37309,17591.88731,18446.58453,19528.35281,19267.8522,19707.25389,21448.17072,22324.17182,22345.93269,21194.35406,21768.23394,23617.19318,24113.52638,24036.94136,25291.83657,24057.82277,23710.22964,23933.28785,23194.10866,24225.71317,25521.0733,25569.35702,26075.61287,25360.09102,25901.50455,26438.17871
