Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Congo, Rep.",COG,..,56.37312861,57.58886103,62.8176693,63.67057515,66.3779875,68.88453814,70.58640113,72.13837213,75.85996829,83.24268505,69.92120754,104.5162146,99.46182392,149.2242094,112.9331864,176.1062621,179.6141611,168.0510337,170.0705488,173.9693483,184.947808,177.5134621,160.55484,144.3579774,151.4291402,154.3536709,129.0421584,110.7856055,69.1145732,95.60623788,104.7256111,115.3943633,114.7663492,105.3990522,117.3133855,125.7629553,125.3831474,135.36131,144.7390608,140.158564,147.673046,214.6247238,213.0761249,202.8721289,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Costa Rica,CRI,..,605.4606432,651.6923169,676.0303817,718.8182002,731.0709449,766.5181877,797.9633798,849.9098875,858.384226,931.3897163,963.1094467,933.677954,918.6199875,989.7820115,1007.413275,1077.131436,1144.946481,1142.546816,1076.665352,1071.989685,1121.769097,1405.437971,1332.918977,1267.479156,1281.330259,1249.875425,1359.79278,1313.393379,1435.362367,1506.92565,1485.842848,1558.428891,1643.590992,1679.465014,1721.151921,1822.842115,1885.516779,1889.035149,1845.051916,1887.980411,1885.352441,1942.832765,1939.855005,1942.48817,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cote d'Ivoire,CIV,..,97.02098656,104.1958466,114.5252611,117.1322688,126.0058047,139.5601695,148.5804589,161.6267158,198.8051395,182.8558625,188.9514398,186.5375986,177.9127694,131.8977846,151.1363558,151.6403793,170.5895406,174.9476419,160.7483763,160.4209419,148.433877,153.0546022,144.2172608,146.4824589,176.3409837,161.6078742,172.0347615,186.985861,175.829544,173.9931793,182.2224685,176.6528225,174.3788641,173.3953446,171.6743903,181.7123574,187.1032109,195.6586927,200.5070305,215.0202479,196.9217717,234.7870172,233.1635013,274.7300905,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2966.277666,2608.859587,2227.798396,2218.254989,2203.127069,2314.703584,2405.039875,2609.968864,2631.430882,2778.887634,2828.815062,2993.272463,3191.409738,3257.889868,3429.354644,3582.246073,3744.468715,3846.674077,3990.29632,3818.422501,3922.310867,3900.601361,3819.280253,3754.268698,3714.382988,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cuba,CUB,..,505.8590453,514.9941637,547.2390521,571.4012903,622.668302,670.4913071,720.7026395,787.5324299,862.4378004,840.0461386,963.0373671,1006.808938,1051.265446,1116.366811,1002.781664,1073.557387,1091.31813,1147.389986,1185.265917,1212.32573,1048.855197,904.4942214,840.1837894,898.4669596,919.3394863,974.4688254,1040.243748,1045.413714,1080.501269,1137.921148,1157.849132,1185.126215,1193.408283,1175.339645,1155.077502,1227.217445,1302.44788,1323.39934,1334.763375,1303.15508,1332.512212,1379.218326,1435.558092,1450.883717,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Curacao,CUW,..,4091.214405,4312.504231,4478.871706,4576.982966,4640.27788,4665.359206,4623.341518,4725.598452,4815.659008,4877.02731,4857.733013,4950.000333,4961.662885,4574.174016,4230.212624,3438.96975,3829.495035,3939.592909,4253.523619,4662.998624,4771.369016,5162.877314,5537.113909,5883.979811,6090.713041,6301.860484,6280.791529,6769.477823,7000.028689,7291.199761,7222.174867,7282.999884,7521.02019,7571.241207,7613.070072,7243.041936,7323.540845,7149.712092,7423.399372,7471.268233,7379.119677,5062.858345,4934.274681,4797.670436,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cyprus,CYP,..,990.5630747,1133.761572,1218.692283,1043.074298,1029.625195,1139.116721,1217.084257,1284.818202,1358.813538,1415.221657,1436.504332,1536.788964,1655.435924,1684.071124,1766.415371,1872.701238,1950.576187,2091.044626,2295.462201,2430.163772,2481.088563,2837.832605,3004.594832,3058.140507,2784.717489,2816.504718,2866.953175,3097.82525,3178.027873,3373.299834,3455.256614,3703.309436,3918.221592,3946.920452,4099.596949,4238.135182,4377.12052,4554.519709,4577.067489,4585.605764,4239.740477,4035.078755,3587.832841,3624.971253,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Czech Republic,CZE,..,3424.202043,3595.796844,3729.994741,3860.355236,4031.268703,4173.440113,4292.927434,4499.956942,4392.392362,4585.123745,4639.733778,4675.599957,4812.155458,4959.820286,5141.665211,5259.312138,5447.305282,5504.923287,5576.934733,5600.407612,5256.302082,5077.660185,5032.403649,5186.969442,5470.670661,5729.386255,5660.060028,5604.80954,5493.85153,5703.816739,5892.172595,5894.233119,6074.849142,6230.398228,6357.421095,6528.53015,6518.217413,6489.126257,6139.35206,6348.424398,6298.727678,6304.571923,6284.790806,6258.891037,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Denmark,DNK,2893.224397,3059.362184,3346.825344,3428.211175,3245.993249,3414.520001,3793.718246,3999.670625,4314.445536,4541.900301,4599.234008,4589.996977,4678.954475,4739.654345,4979.635611,5351.125048,5618.554627,5794.394565,5858.057563,5853.960005,5944.828367,6217.335513,6236.258477,6306.869562,6539.535706,6424.537292,6646.685948,6607.201412,6504.256329,6508.513381,6482.488628,6490.092993,6533.752014,6602.63638,6615.569959,6659.000427,6824.745939,6668.390266,6534.12385,6219.701092,6327.506456,6165.97362,6038.552307,6039.432,5858.801536,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominican Republic,DOM,..,327.843344,308.6978565,400.2488709,364.7648703,402.749504,381.5556781,421.6366158,409.5971001,471.6318303,441.2529654,443.0660915,328.1271373,366.1490523,444.5838474,476.7776637,484.9201799,478.7566236,381.2956212,335.5298056,391.2528699,401.3529363,544.6562807,512.8230272,531.1238443,501.7107146,639.5261622,643.2135344,1101.233367,1280.790787,1327.774027,1288.232818,1390.376477,1365.261832,1128.537879,1234.657875,1330.232964,1359.052244,1377.870233,1325.712505,1394.825294,1428.075013,1499.358921,1551.717,1615.515242,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ecuador,ECU,..,144.5397122,149.4701121,163.2691811,174.3276772,196.1587765,223.2954315,251.9054071,291.5981358,327.0781668,359.6111043,384.3783561,403.7150345,408.5989439,411.7165879,397.5244507,417.9726518,451.8837767,451.8440166,445.8624862,480.6990251,508.9532322,522.4834453,517.357806,549.8750402,552.1507954,612.1416293,654.7321614,686.5626933,634.7795371,634.8806805,646.8614328,688.4790274,715.7988397,823.8217385,794.5263679,862.4844446,952.8168216,1077.413402,1104.950014,1137.956622,1212.027146,1277.036949,1329.367153,1376.393115,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Egypt, Arab Rep.",EGY,..,204.3503169,200.5392456,197.3626046,217.751358,240.2128691,273.9282642,308.4087963,322.4412522,347.1466863,381.9985669,418.0394766,458.0878896,503.4637906,521.6741387,497.1098322,590.2294585,620.3874849,635.1026005,657.3437563,677.8187558,694.319776,698.2652919,714.4043073,726.9402658,745.3392155,803.4385409,842.149612,885.3136231,941.8565261,976.9646224,1028.770669,1078.952978,1146.635663,1190.272786,1261.963666,1333.291481,1424.568214,1470.564617,1537.256554,1576.039797,1685.818814,1685.468926,1684.911561,1683.213518,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,El Salvador,SLV,..,169.4933687,181.5215696,203.5683745,215.7497303,209.8831875,239.6702815,259.3087221,281.7012769,289.7279151,273.5707562,259.5168315,255.4220723,275.9662722,286.1814789,296.3453909,301.0593451,319.0899248,328.6401622,329.5772297,352.3666344,370.8211489,384.9475004,437.6668912,473.5775548,505.454287,516.1743414,555.8374769,570.5646917,588.723809,614.9863042,626.6232901,667.2105433,693.6847825,690.0962964,755.4373895,817.021551,882.1106454,855.7080801,846.0970566,857.0677771,880.5957845,915.689405,958.9742853,937.0738768,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.48273296,57.17792968,63.55846252,67.14387208,76.94184835,84.27558755,73.87492567,78.66255774,75.030012,81.693773,87.05963343,89.58186033,86.40331671,85.61343975,79.50092608,81.76107345,79.0132099,83.33547014,85.7926436,89.29760434,92.92024643,95.07991894,96.63443405,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5755.894502,5617.063576,4933.823237,4049.853828,4354.830108,4244.644078,4556.391169,4811.598138,4733.954908,4460.368108,4540.492561,4680.447946,4767.462935,5158.602778,5429.525522,5531.545829,5869.424789,6277.411463,6364.56783,5975.953811,6506.318181,6314.414448,6689.367776,6664.658569,6732.367473,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ethiopia,ETH,..,18.87267043,18.71217503,17.75319781,17.0112053,16.48915796,16.02866493,15.03994878,15.73839504,17.28147395,18.0696945,18.95258985,19.678203,20.44953639,21.38448108,19.90055087,19.89720508,20.33269411,19.30415536,18.71530092,22.5944506,21.93107599,21.72155053,23.3602923,23.66756759,24.08501991,24.50600363,23.93840544,23.80505808,23.00172048,22.75582424,26.57006061,26.23246575,28.62662162,30.77876125,33.53141712,37.48286102,39.56648029,40.99317824,42.1545823,48.29988292,52.55162898,57.21097047,64.05566616,69.19875316,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Finland,FIN,4570.906802,4889.504272,5516.140525,6046.830306,6140.186681,5946.377328,6545.746799,6726.663687,7330.414466,7930.631374,8295.786096,8493.605369,8533.161741,9124.164631,9808.466257,10482.83161,10622.88818,11358.39475,11778.27227,12034.75727,12485.68365,12470.73043,12514.10157,13012.66943,13603.27636,13591.39667,13721.92376,14454.93873,14846.42082,15075.86719,15305.40981,15709.88325,16140.06697,16445.57256,16777.56585,16117.89033,17215.03729,17160.86312,16349.23333,15243.11039,16484.09428,15710.97376,15689.22331,15510.8355,15249.98938,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,France,FRA,2626.923443,2751.886709,2929.642106,3162.773292,3265.249276,3254.579569,3594.613075,3690.700959,3932.761391,4204.007938,4421.976933,4580.563669,4618.466043,4710.625508,4944.667037,5259.458104,5510.044971,5651.901378,5738.063712,5860.437653,5969.019311,6359.774281,6475.787918,6453.000442,6530.411889,6621.941971,6905.164753,6833.136298,7015.501604,7149.296925,7224.526985,7342.256675,7299.24846,7529.550299,7661.49118,7652.864304,7540.295298,7513.579565,7643.450443,7338.042352,7734.726783,7232.97968,7363.423796,7367.843545,6939.943525,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gabon,GAB,..,186.4761502,214.1558662,260.065498,299.3342177,384.534605,489.8684915,649.1634073,624.208,728.0032958,724.1907238,792.2695973,863.9535036,922.1221308,977.5001087,1030.095223,1032.882849,1010.451247,998.3649965,834.6766467,919.4428998,906.9639459,885.7157391,867.1771974,766.1349438,771.466967,849.0909336,856.8890197,918.7555179,903.2135387,880.0351688,899.8388716,926.0157648,936.3969778,915.943699,916.1849025,945.3540603,969.7298949,981.864159,942.6818822,957.4297782,966.9750421,988.7510988,1079.759679,1167.852214,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3039.150354,2696.705887,2125.166718,1936.836961,1988.595713,1492.360429,1150.78949,1331.520883,1517.812559,1563.795947,1574.391404,1583.559873,1653.380721,1749.863857,1814.45966,1916.479029,1769.171675,1829.976908,1881.537211,1833.044561,2049.544524,2289.134849,2329.92587,2498.340357,2693.97276,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Germany,DEU,3834.178407,4064.454716,4335.769625,4654.985048,4803.423204,4743.944833,5146.932578,5285.260786,5574.745217,5786.127216,5797.499753,5832.064871,5822.027359,5965.458193,6239.971816,6448.539859,6530.238714,6666.219595,6776.307912,6835.329908,6639.731691,6564.797195,6445.874,6288.41635,6244.957228,6327.709754,6403.333726,6427.798768,6479.490249,6505.132999,6635.421406,6762.653396,6900.780527,7009.726492,7108.962524,7138.221485,7212.437448,7229.089913,7187.764009,6817.158398,7264.322591,7281.272174,7270.152523,7217.529089,7035.482975,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ghana,GHA,..,308.0268407,341.4004309,386.3673422,393.57463,371.5221372,384.0510473,393.5374816,323.7880539,390.2709352,416.1497582,409.9296379,370.5631232,163.7086236,92.78023096,162.9429802,258.1118171,287.1158479,303.0033178,306.2686846,323.5571905,336.0213507,350.9156131,336.0699681,336.1375185,349.5345055,361.8039483,386.7890894,270.3577831,354.607309,326.1604319,332.0354258,305.9806096,217.9245706,216.901558,242.7727212,293.2206029,241.2912833,261.2903465,260.1057303,277.4861066,315.1524891,342.2005829,375.9446252,351.301579,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gibraltar,GIB,..,1551.403158,1532.801962,1585.160202,1539.182226,1629.693684,1656.726309,1620.691936,1620.799153,1723.623587,1729.585897,1805.899271,1919.773669,2001.221084,2014.820886,2092.337244,2165.394927,2129.486519,2263.452107,2638.160825,2538.854771,2997.725863,3328.710125,3487.358326,3601.146773,3659.556671,3693.348521,3672.470076,3739.940562,3799.665891,3893.554719,3860.515157,3893.83839,3993.242205,4008.746356,4244.558837,4369.033725,4475.340872,4797.520784,5035.006703,5121.333929,4938.712365,5082.327766,5431.556453,5693.106004,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greece,GRC,1023.791495,1198.273906,1360.952444,1547.974787,1562.259053,1655.770974,1802.865648,1895.046441,2100.963535,2180.607185,2247.445036,2263.768905,2270.490881,2424.586612,2561.692581,2666.317707,2724.231939,2859.129882,3097.544352,3205.114863,3221.40532,3253.220687,3398.383758,3459.422977,3598.523798,3708.997588,3832.66722,3989.116107,4175.734566,4316.32629,4586.32987,4719.147217,4909.639698,5091.292424,5200.024354,5297.200025,5434.576469,5701.330854,5805.192546,5627.883706,5333.439556,5389.333122,5534.897159,5028.995794,5062.606422,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guatemala,GTM,..,123.4443551,142.7383648,151.0634354,127.9548905,169.7886743,203.0308535,214.8871912,220.0575777,226.9148714,266.1695073,223.7248462,194.9699408,167.7702834,172.2325418,180.7450348,150.1556894,171.1382228,168.0999719,191.6875946,205.1907628,210.6097852,260.8953951,246.7668285,269.9869549,299.121611,261.9355787,242.7615981,317.1221998,365.5708147,332.1897665,359.5987555,364.8481937,453.8742172,486.9064354,486.1645073,540.4390869,552.4961496,540.8572883,549.9211082,556.0430604,550.2869363,550.2659935,578.9026189,601.1897311,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Haiti,HTI,..,12.40230035,17.15821862,20.1275763,22.98294665,29.63935966,26.9664722,30.59710245,34.60387537,36.0495034,41.28882811,48.15215249,48.55989457,49.57348625,49.88145487,50.96829504,54.17886527,52.88012348,54.30421577,56.68510987,58.82422313,44.99480192,40.30333795,28.549642,18.67850867,30.21497958,33.85187131,42.08834917,36.94334212,39.18713383,35.79949729,35.19646539,30.61405162,28.76370883,28.2964321,37.30171366,37.66806834,25.48621806,23.73898314,35.92553046,24.52428417,31.28613747,46.14215491,43.84331668,39.05580506,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Honduras,HND,..,126.5133806,126.9901631,143.4831857,148.4029198,155.7122121,162.4043222,181.3396166,181.6028767,205.7951234,210.696361,224.3654557,221.1914162,231.4375547,238.2751765,282.6336127,279.3480398,326.2726063,337.8216575,331.48469,367.8887043,351.6657837,328.5235052,341.8352176,304.5615755,353.8264226,401.3747511,414.0133341,443.2186581,444.729224,488.4014913,495.4152246,516.6493127,540.2234265,538.9297446,573.4024133,583.943671,634.9476303,656.0618372,624.3578065,617.856151,663.9804798,636.6388984,643.1762793,619.8363949,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Hong Kong SAR, China",HKG,..,1297.802388,1311.960423,1416.446624,1351.363699,1439.393939,1610.004427,1804.873792,1950.723085,2003.164493,2156.583911,2229.617625,2361.477823,2624.83396,2786.453991,2918.331439,3196.792528,3845.354359,4072.073353,3936.723998,4177.929705,4401.251739,4507.887251,4698.695136,4835.470723,4849.823752,4915.701966,4968.486586,5325.733148,5268.145009,5446.661665,5549.945638,5647.899646,5713.882451,5782.560625,5878.441848,5882.807601,5907.349305,5883.037742,5950.83754,5973.349278,5959.895922,6031.244318,5941.160902,6083.269936,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Hungary,HUN,1588.618976,1711.303273,1827.765553,1955.511162,2070.195596,2148.374962,2284.247364,2418.569217,2611.180607,2638.695714,2697.756594,2738.55641,2833.487537,2950.662723,3103.834377,3194.094911,3268.312011,3424.657212,3426.229844,3484.352137,3426.551101,3223.918869,3116.012869,2995.986589,3025.71071,3066.522154,3162.374877,3188.381968,3215.679628,3321.406628,3309.283711,3426.722902,3545.170756,3637.278332,3680.168467,3771.364614,3882.490664,3976.518977,3988.767694,3773.153807,3876.491084,3898.823143,3923.042324,3892.113701,3965.958233,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iceland,ISL,6471.399642,7001.523547,7650.487479,9895.580665,9962.408635,9588.079586,10002.08945,10631.24721,10986.99544,11841.31836,12680.9212,12918.46331,14038.31352,14642.77124,15239.38358,14771.85642,15350.76898,15268.9143,16353.00713,16424.62785,16148.27372,15931.13962,16099.9322,16737.13148,17066.32183,17396.4736,17358.58037,18957.83541,21321.16024,24522.22755,26201.52558,26950.39443,27896.89868,27666.38689,28215.45225,27988.02968,31328.3868,36852.54489,50063.95433,51259.18763,51439.90869,52373.87701,53202.83366,54799.17471,53832.47909,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,India,IND,..,97.77271873,100.3050736,100.6321545,103.9926571,114.5589281,124.1236912,126.256732,135.9176425,135.7417726,141.7077001,151.8790596,158.0999104,165.687486,183.3018726,193.5348545,207.9764946,220.2207411,240.025621,257.0397362,272.0634837,290.8995776,304.4318312,320.5507469,341.2313613,358.7622121,359.8162725,375.4850522,385.8639877,392.0396922,393.6462474,393.8102014,410.6447832,430.4831641,451.6115501,468.0257528,509.2140548,541.7383947,561.24758,598.4982429,640.3946031,696.8422411,723.2354613,764.1987416,804.5142281,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Indonesia,IDN,..,14.35356238,15.89855151,15.82129591,19.18817748,21.44922258,18.33288109,21.72961975,31.75896072,38.68485519,46.17226122,52.27966364,61.43010806,66.09739787,71.44478005,79.75999823,92.0568115,104.3547564,119.536425,137.51258,162.523825,177.9547178,194.3328091,212.8517155,240.0454272,263.6209667,297.2017761,331.2980202,331.1125779,357.021018,390.4236557,411.4679048,417.4959579,428.8558292,474.3743616,500.6507815,516.0339127,546.1534689,570.0604564,593.9429453,635.9852761,680.2814172,733.3718268,773.9874699,811.9069049,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Iran, Islamic Rep.",IRN,..,274.1312793,315.5081062,383.5861124,421.2798583,458.481654,490.6331634,514.4090122,511.9184623,555.6818184,538.159576,557.4391144,612.908246,681.9696854,716.9782035,749.4848796,758.6846637,807.6566799,802.1506288,860.3115067,940.8827277,994.5728287,1065.168525,1113.476371,1157.555525,1184.079518,1278.579377,1328.96581,1380.216757,1466.847364,1546.506159,1643.979832,1745.26798,1888.688359,2009.520316,2079.560196,2221.196699,2307.290906,2422.580931,2505.854075,2659.955255,2681.504897,2784.622508,2830.811973,3022.122563,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iraq,IRQ,..,259.3641678,259.9138011,305.2720473,323.7252413,365.2674163,412.3898926,485.1521457,578.740782,726.5191872,792.0398167,734.4000338,899.4303677,1037.821073,1216.953373,1280.808444,1330.818148,1312.167568,1339.367248,1333.337413,1308.907061,1096.176245,1310.457457,1325.871132,1374.048458,1419.748877,1376.456696,1360.101651,1318.602368,1278.831601,1240.978594,1240.696327,1264.924694,1040.106106,1202.257155,836.5189224,981.8521659,782.0503046,769.3650186,863.1091077,1237.03953,1314.226387,1141.14103,1427.7205,1328.230416,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ireland,IRL,1750.951052,1884.661018,2021.173255,2143.262205,2246.055777,2175.228481,2377.66557,2535.799159,2693.520771,2935.012968,2868.319269,2827.396467,2794.193585,2852.788697,2962.272638,3114.964549,3271.472926,3414.634284,3427.283629,3598.11097,3767.529299,3897.873231,4104.900195,4185.097229,4351.064203,4525.275566,4787.890617,4976.632824,5201.610905,5433.864939,5796.055581,5896.939225,6035.686646,6092.548994,6168.398988,6241.715574,6351.099111,6218.313404,6340.733045,5947.909489,5927.86868,5657.538159,5651.008483,5698.756179,5672.064134,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Israel,ISR,..,2288.693385,2497.141042,2497.559487,2518.21143,2624.891462,2718.086612,2831.995572,3011.924119,3049.392499,3022.17638,3067.492417,3173.902258,3313.276492,3359.461409,3485.235058,3407.071412,3756.466011,4026.114363,4228.419655,4176.180258,3981.208325,4568.416943,4618.893746,4934.247083,5127.86294,5340.302178,5488.519534,5819.460727,5974.367347,6323.103832,6400.217425,6502.739726,6597.306307,6525.921574,6572.199535,6711.229567,7003.24508,7134.002846,6607.887143,6953.276667,6930.000773,7184.501612,6710.093678,6600.89828,..,..,..,..,..
