"Country","ISOCode","Year","GDPPerCapita","FemaleUnemploymentRate","ElectricityPerCapita","PopulationInMillions","ChildrenPerWoman","ChildMortalityRate","LaborRate","LifeExpectancy","NumCode"
"Euro area","EMU","2003",40703.45242,10.13656705,6619.364558,325.885964,1.473767912,5.178853777,69.05146553,78.7071795,NA
"Europe & Central Asia","ECS","2003",27112.04138,9.320360142,5197.602303,866.21569,1.56969716,17.7,67.78082842,73.51599262,NA
"Europe & Central Asia (excluding high income)","ECA","2003",13036.23391,8.921405281,3624.718069,369.59793,1.69186956,29.52631068,65.56154798,67.70715367,NA
"Europe & Central Asia (IDA & IBRD countries)","TEC","2003",13580.11474,10.10125783,3525.499802,433.680225,1.630140756,27.60620213,65.28823593,68.56191079,NA
"European Union","EUU","2003",36045.66158,10.61643353,6127.244075,432.415939,1.432436708,6.355204615,68.24006036,77.59066198,NA
"Fragile and conflict affected situations","FCS","2003",NA,NA,452.9374152,544.149583,5.270854118,128.2286334,64.55196751,55.593279,NA
"Heavily indebted poor countries (HIPC)","HPC","2003",1723.163518,NA,144.0242325,513.601239,5.876749868,127.3790616,73.15251229,53.90032277,NA
"High income","HIC","2003",40390.48653,7.457742697,8817.943275,1122.16287,1.65929185,7.5,70.70477742,78.01514979,NA
"IBRD only","IBD","2003",6646.150874,NA,1335.905119,4122.16625,2.282208815,50.74693576,68.71691895,68.90498166,NA
"IDA & IBRD total","IBT","2003",5705.36483,NA,1132.188693,5280.932636,2.803866308,73.95283138,68.29893872,66.35003363,NA
"IDA blend","IDB","2003",3370.709923,NA,362.8324163,386.309896,4.960339165,124.1480427,60.30170823,55.99178971,NA
"IDA only","IDX","2003",1904.899079,NA,200.1873373,772.45649,4.870325331,113.2833231,69.62989299,57.89454671,NA
"IDA total","IDA","2003",2405.459993,NA,263.7174843,1158.766386,4.900172239,116.8987916,66.50249126,57.26024714,NA
"Late-demographic dividend","LTE","2003",7534.285823,NA,1829.509523,2087.310557,1.699072355,26.82014748,76.48048894,71.79174158,NA
"Latin America & Caribbean","LCN","2003",12602.76997,11.20973542,1667.755592,542.599538,2.458647975,28.5,67.11726257,72.56226152,NA
"Latin America & Caribbean (excluding high income)","LAC","2003",12239.50461,11.05905879,1620.946414,513.900749,2.482733955,29.0618097,67.3629719,72.34458233,NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2003",12506.76991,11.35631808,1676.432823,526.462542,2.483309637,28.79039059,67.40048982,72.41716325,NA
"Least developed countries: UN classification","LDC","2003",1715.322301,NA,110.6890753,708.587948,4.989385892,119.4311419,70.65483893,57.06108266,NA
"Low & middle income","LMY","2003",5504.632605,NA,1100.098779,5229.719493,2.820826201,74.24428854,68.43304346,66.24834584,NA
"Low income","LIC","2003",1540.960281,NA,NA,437.166682,5.771724594,126.9,71.03356574,55.3089936,NA
"Lower middle income","LMC","2003",3463.901128,NA,471.886624,2272.09395,3.415322394,87.2,62.05302149,63.12305984,NA
"Middle East & North Africa","MEA","2003",12594.21692,NA,2004.648739,333.608779,2.979306873,36.8,49.36689374,70.75154428,NA
"Middle East & North Africa (excluding high income)","MNA","2003",8200.480348,NA,1213.642502,294.343628,2.948578964,39.51053327,47.94535939,70.24135933,NA
"Middle East & North Africa (IDA & IBRD countries)","TMN","2003",8249.497347,NA,1213.642502,291.188659,2.930020359,39.71950381,48.01320777,70.22611866,NA
"Middle income","MIC","2003",5875.424093,NA,1146.302087,4792.552811,2.587709113,65.02187067,68.24038366,67.2462509,NA
"North America","NAC","2003",50376.23919,5.826760687,13691.15509,321.815286,1.994903645,8,75.12631064,77.30281077,NA
"Not classified","INX","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD members","OED","2003",36705.30118,7.632614934,7820.654886,1223.690233,1.788824102,11.95961406,69.66916355,77.54793848,NA
"Other small states","OSS","2003",14919.51503,NA,NA,22.018494,3.49140448,82.66337392,64.18109409,60.20984344,NA
"Pacific island small states","PSS","2003",6090.408319,NA,NA,2.027846,3.735994095,28.01432675,65.35786369,67.25016817,NA
"Post-demographic dividend","PST","2003",40119.16477,6.799116469,8923.768108,1035.711708,1.596205938,6.753488628,71.46204007,77.91472674,NA
"Pre-demographic dividend","PRE","2003",2443.101656,NA,182.8805327,599.938109,5.974753304,136.9385012,67.67816291,52.05507504,NA
"Small states","SST","2003",14126.1901,NA,NA,30.69731,3.243704909,69.558456,65.10437515,63.14198463,NA
"South Asia","SAS","2003",2859.222759,NA,391.0098397,1468.324422,3.283697974,83,59.58459696,64.01139648,NA
"South Asia (IDA & IBRD)","TSA","2003",2859.222759,NA,391.0098397,1468.324422,3.283697974,83.02928165,59.58459696,64.01139648,NA
"Sub-Saharan Africa","SSF","2003",2839.356673,NA,512.8661013,719.716209,5.613046868,134.6,70.39608046,51.64212413,NA
"Sub-Saharan Africa (excluding high income)","SSA","2003",2820.67457,NA,510.6155894,718.420058,5.621099177,134.6173178,70.41132879,51.60530921,NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2003",2839.356673,NA,512.8661013,719.716209,5.613046868,134.5345284,70.39608046,51.64212413,NA
"Upper middle income","UMC","2003",8024.37566,NA,1748.535959,2520.458861,1.912251308,31.1,73.18196768,70.96342883,NA
"World","WLD","2003",11638.60166,NA,2500.607991,6351.882363,2.624824135,67.8,68.85517663,68.32623443,NA
"Afghanistan","AFG","2004",1200.278256,NA,NA,24.726684,7.016,112.1,49.66999817,57.772,4
"Albania","ALB","2004",7604.838002,17.5,1797.525487,3.026939,1.821,21.4,65.08000183,75.039,8
"Algeria","DZA","2004",10058.43594,18.19000053,804.1070883,32.692163,2.438,35.1,45.40999985,72.594,12
"American Samoa","ASM","2004",NA,NA,NA,0.059681,NA,NA,NA,NA,16
"Andorra","AND","2004",NA,NA,NA,0.076244,NA,6.3,NA,NA,20
"Angola","AGO","2004",5593.241537,26.12999916,87.535308,18.758145,6.499,174.6,77.76000214,49.263,24
"Antigua and Barbuda","ATG","2004",18745.68153,NA,NA,0.080336,2.109,13.5,NA,74.821,28
"Argentina","ARG","2004",18032.61049,15.73999977,2293.309369,38.491972,2.438,17.1,69.52999878,74.28,32
"Armenia","ARM","2004",6472.131214,NA,1440.32099,3.00072,1.659,25.1,60.77999878,72.513,51
"Aruba","ABW","2004",38984.21838,NA,NA,0.098737,1.787,NA,NA,74.156,533
"Australia","AUS","2004",41578.49852,5.539999962,10554.81582,20.1274,1.768,5.8,74.47000122,80.4902439,36
"Austria","AUT","2004",48718.66938,5.889999866,7808.157792,8.171966,1.42,5.1,69.66999817,79.1804878,40
"Azerbaijan","AZE","2004",5701.903264,8.039999962,2281.947872,8.3065,2.0535,55.9,75.52999878,68.249,31
"Bahamas, The","BHS","2004",39757.54342,NA,NA,0.318894,1.867,16.8,79.88999939,71.988,44
"Bahrain","BHR","2004",47661.50894,NA,18983.08598,0.829844,2.514,11,69.09999847,75.167,48
"Bangladesh","BGD","2004",2171.688628,NA,165.3083424,136.986432,2.782,68.6,58.83000183,67.331,50
"Barbados","BRB","2004",15210.01659,10.43000031,NA,0.275284,1.795,15.7,80.30999756,77.808,52
"Belarus","BLR","2004",10839.95627,2.400000095,3174.053092,9.730146,1.233,9.2,72.79000092,68.95609756,112
"Belgium","BEL","2004",45685.00491,8.279999733,8576.223497,10.421137,1.72,5.1,65.06999969,78.87804878,56
"Belize","BLZ","2004",7326.85832,NA,NA,0.276504,3.18,21.3,65.55999756,69.749,84
"Benin","BEN","2004",2614.212118,NA,70.32254435,7.750004,5.691,125.7,72.73999786,56.887,204
"Bermuda","BMU","2004",90195.81103,NA,NA,0.06374,1.78,NA,NA,78.48536585,60
"Bhutan","BTN","2004",5165.124956,3.339999914,NA,0.638815,2.906,61.1,72.47000122,64.483,64
"Bolivia","BOL","2004",5605.204968,4.880000114,447.1256547,9.069039,3.71,59.5,74.15000153,64.766,68
"Bosnia and Herzegovina","BIH","2004",8627.90625,NA,2321.878203,3.764194,1.301,9,52.81999969,75.068,70
"Botswana","BWA","2004",12167.05643,NA,1480.011351,1.765527,3.122,53.2,61,51.15,72
"Brazil","BRA","2004",12312.33443,11.89999962,1956.159359,184.006481,2.033,26.4,69.95999908,71.531,76
"British Virgin Islands","VGB","2004",NA,NA,NA,0.022334,NA,NA,NA,NA,92
"Brunei Darussalam","BRN","2004",70616.8165,NA,8596.873409,0.359433,2.086,9.6,69.55999756,73.801,96
"Bulgaria","BGR","2004",13339.57006,11.61999989,3971.822736,7.71686,1.33,14.2,63.02000046,72.56341463,100
"Burkina Faso","BFA","2004",1447.504433,NA,NA,13.030569,6.335,159.8,76.12999725,52.602,854
"Burundi","BDI","2004",817.4605854,NA,NA,7.131693,6.666,131.4,81.69000244,52.547,108
"Cabo Verde","CPV","2004",4709.057865,NA,NA,0.456617,3.038,28.7,61.66999817,70.219,132
"Cambodia","KHM","2004",1902.097577,7.360000134,55.71512855,13.066469,3.309,70.8,82.68000031,62.186,116
"Cameroon","CMR","2004",3003.250985,NA,192.3598158,17.259322,5.39,130.3,82.55999756,52.321,120
"Canada","CAN","2004",40517.57024,6.849999905,17264.73674,31.940655,1.5258,6.1,78.16000366,79.89268293,124
"Cayman Islands","CYM","2004",NA,4.389999866,NA,0.047902,NA,NA,NA,NA,136
"Central African Republic","CAF","2004",1037.846766,NA,NA,3.959875,5.411,164.2,73.37000275,44.413,140
"Chad","TCD","2004",1430.367443,NA,NA,9.734767,7.147,171.6,72.19999695,48.27,148
"Channel Islands","CHI","2004",NA,NA,NA,0.150716,1.496,NA,72.58999634,80.045,NA
"Chile","CHL","2004",17862.8487,13.01000023,3064.445137,16.014971,1.923,9.3,61.63000107,77.391,152
"China","CHN","2004",4817.211845,NA,1585.838782,1296.075,1.608,26.3,79.44999695,72.689,156
"Colombia","COL","2004",9749.555656,16.39999962,912.1837359,42.075953,2.33,22.1,70.62000275,74.026,170
"Comoros","COM","2004",2804.013263,4.889999866,NA,0.597228,5.103,98,42.38999939,59.904,174
"Congo, Dem. Rep.","COD","2004",757.6859422,NA,88.18727661,53.06888,6.705,141.3,72.16000366,52.917,180
"Congo, Rep.","COG","2004",4480.069473,NA,105.3990522,3.510468,4.838,92.9,69.59999847,54.667,178
"Costa Rica","CRI","2004",13597.6211,8.300000191,1679.465014,4.225155,2.065,11.5,64.38999939,77.996,188
"Cote d'Ivoire","CIV","2004",3685.179497,NA,173.3953446,17.970494,5.545,129,63.38999939,49.788,384
"Croatia","HRV","2004",22667.6678,15.27000046,3429.354644,4.3046,1.43,7,65.20999908,75.5202439,191
"Cuba","CUB","2004",NA,2.210000038,1175.339645,11.250365,1.576,7.6,58.77999878,77.499,192
"Curacao","CUW","2004",29653.96471,NA,7571.241207,0.134192,NA,NA,NA,NA,531
"Cyprus","CYP","2004",36431.92894,5.420000076,3946.920452,1.010408,1.545,5.2,71.51000214,78.506,196
"Czech Republic","CZE","2004",28633.39554,9.649999619,6230.398228,10.197101,1.23,4.6,70,75.72195122,203
"Denmark","DNK","2004",50607.62897,5.440000057,6615.569959,5.404523,1.78,5.2,79.98000336,77.49268293,208
"Djibouti","DJI","2004",NA,NA,NA,0.771603,3.994,91.3,63.52000046,57.682,262
"Dominica","DMA","2004",10123.17119,NA,NA,0.070382,NA,19,NA,NA,212
"Dominican Republic","DOM","2004",9533.318944,9.989999771,1128.537879,8.974444,2.689,37.1,60.5,70.499,214
"Ecuador","ECU","2004",9178.419426,5.699999809,823.8217385,13.596388,2.853,23.7,71.05000305,73.887,218
"Egypt, Arab Rep.","EGY","2004",8184.065808,24.26000023,1190.272786,74.172073,3.052,37.5,49.18000031,69.271,818
"El Salvador","SLV","2004",6720.962649,3.420000076,690.0962964,6.023797,2.604,26.2,63.38000107,69.908,222
"Equatorial Guinea","GNQ","2004",29004.18672,NA,NA,0.716949,5.618,138.8,61.38000107,54.263,226
"Eritrea","ERI","2004",NA,NA,86.40331671,2.719803,5.007,70.6,77.55000305,57.932,232
"Estonia","EST","2004",23763.98894,8.829999924,5429.525522,1.36255,1.47,7.8,70.70999908,71.9097561,233
"Eswatini","SWZ","2004",6206.097845,NA,NA,1.026286,3.704,116.7,52.56000137,42.731,748
"Ethiopia","ETH","2004",793.0937855,NA,30.77876125,74.239505,5.961,115.2,83.33000183,55.174,231
"Faroe Islands","FRO","2004",NA,NA,NA,0.0476,2.6,NA,NA,79.1902439,234
"Fiji","FJI","2004",10630.55713,6,NA,0.81786,2.893,22.6,58.56000137,66.247,242
"Finland","FIN","2004",43760.27915,10.56999969,16777.56585,5.228172,1.8,3.9,74.44000244,78.71463415,246
"France","FRA","2004",41404.46669,9.880000114,7661.49118,62.704895,1.92,4.7,69.48000336,80.16341463,250
"French Polynesia","PYF","2004",NA,NA,NA,0.255992,2.291,NA,60.86999893,73.751,258
"Gabon","GAB","2004",15767.09784,NA,915.943699,1.353795,4.286,76.5,49.59999847,57.885,266
"Gambia, The","GMB","2004",2341.16849,NA,NA,1.496527,5.756,94.4,59.25999832,57.553,270
"Georgia","GEO","2004",6632.814265,11.77999973,1814.45966,3.92734,1.625,26.2,67.73000336,70.451,268
"Germany","DEU","2004",43680.0872,10.07999992,7108.962524,82.51626,1.36,4.9,72.66999817,78.6804878,276
"Ghana","GHA","2004",2994.749585,NA,216.901558,21.272323,4.548,85.4,73.31999969,58.225,288
"Gibraltar","GIB","2004",NA,NA,4008.746356,0.032928,NA,NA,NA,NA,292
"Greece","GRC","2004",35018.19326,15.96000004,5200.024354,10.955141,1.31,4.9,66.98999786,79.03902439,300
"Greenland","GRL","2004",NA,8.819999695,NA,0.056911,2.415,NA,NA,68.80682927,304
"Grenada","GRD","2004",12614.70327,NA,NA,0.104347,2.373,14.7,NA,73.088,308
"Guam","GUM","2004",NA,7.699999809,NA,0.158101,2.677,NA,71.98000336,76.387,316
"Guatemala","GTM","2004",6676.558687,3.380000114,486.9064354,12.682108,4.11,44.3,64.61000061,69.437,320
"Guinea","GIN","2004",1778.079082,NA,NA,8.925743,5.804,139.8,65.47000122,52.499,324
"Guinea-Bissau","GNB","2004",1647.578063,NA,NA,1.313492,5.47,149.7,72.63999939,51.883,624
"Guyana","GUY","2004",8128.435809,NA,NA,0.745737,2.883,42.2,59.59000015,66.412,328
"Haiti","HTI","2004",2578.887959,NA,28.2964321,9.047077,3.931,91.8,64.54000092,58.292,332
"Honduras","HND","2004",4390.473342,8.31000042,538.9297446,7.282953,3.677,30.6,65.84999847,71.77,340
"Hong Kong SAR, China","HKG","2004",40862.60379,5.550000191,5782.560625,6.7835,0.922,NA,70.37999725,81.82926829,344
"Hungary","HUN","2004",23392.32789,5.860000134,3680.168467,10.107146,1.28,7.9,60.13000107,72.64878049,348
"Iceland","ISL","2004",45145.54566,2.75,28215.45225,0.292074,2.04,3.3,86.29000092,80.99756098,352
"India","IND","2004",3049.302099,NA,451.6115501,1129.623456,3.041,77.8,60.25,64.095,356
"Indonesia","IDN","2004",6423.720427,9.180000305,474.3743616,223.285676,2.515,49.6,66.84999847,66.969,360
"Iran, Islamic Rep.","IRN","2004",11764.0965,17.79999924,2009.520316,68.951281,1.846,27.3,48.27999878,71.592,364
"Iraq","IRQ","2004",7380.694224,NA,1202.257155,26.313838,4.6,40.5,44.13000107,68.437,368
"Ireland","IRL","2004",54981.21845,3.829999924,6168.398988,4.070262,1.93,5.6,71.45999908,78.53902439,372
"Isle of Man","IMN","2004",NA,0.600000024,NA,0.07952,NA,NA,NA,NA,833
"Israel","ISR","2004",30748.68232,13.77000046,6525.921574,6.809,2.9,5.8,69.48000336,80.14634146,376
"Italy","ITA","2004",44258.91689,10.22000027,5687.997573,57.685327,1.34,4.6,63.02000046,80.7804878,380
"Jamaica","JAM","2004",9883.128886,17.28000069,2380.170384,2.725015,2.398,20.1,69.69000244,74.146,388
"Japan","JPN","2004",36994.42721,4.400000095,8393.257723,127.761,1.29,3.9,72.40000153,82.0302439,392
"Jordan","JOR","2004",10105.45507,NA,1551.903465,5.580244,3.943,24,42.81000137,72.427,400
"Kazakhstan","KAZ","2004",15208.43924,9.840000153,3859.192559,15.012985,2.21,33.1,76.11000061,66.06,398
"Kenya","KEN","2004",2903.91634,NA,125.8584507,35.635271,4.913,81.1,66.77999878,53.475,404
"Kiribati","KIR","2004",2091.479162,NA,NA,0.090499,3.927,65.9,NA,64.242,296
"Korea, Dem. People’s Rep.","PRK","2004",NA,NA,779.5141655,23.732731,1.982,35,86.33000183,NA,408
"Korea, Rep.","KOR","2004",27618.89233,3.400000095,7390.794147,48.082519,1.154,6,66.05000305,77.66585366,410
"Kosovo","XKX","2004",6448.098596,60.70000076,2111.318521,1.704622,2.53,NA,NA,68.54390244,NA
"Kuwait","KWT","2004",68233.93027,NA,16686.26834,2.200492,2.548,11.6,67.87000275,73.439,414
"Kyrgyz Republic","KGZ","2004",3563.875362,9.260000229,1417.908986,5.1047,2.6,41.1,68.48000336,68.15365854,417
"Lao PDR","LAO","2004",3399.344427,NA,NA,5.662208,3.724,90.1,82.33999634,61.065,418
"Latvia","LVA","2004",18083.252,12.27000046,2607.45996,2.263122,1.29,11.2,68.84999847,72.02682927,428
"Lebanon","LBN","2004",14283.95971,9.510000229,2407.767534,4.569378,2.066,15.2,50.27000046,76.432,422
"Lesotho","LSO","2004",1820.079551,NA,NA,2.00594,3.558,112.7,72.41000366,43.083,426
"Liberia","LBR","2004",1181.546158,NA,NA,3.135651,5.52,138.9,76.16000366,54.422,430
"Libya","LBY","2004",18048.97096,NA,3106.220953,5.710154,2.563,24.4,48.84999847,71.693,434
"Liechtenstein","LIE","2004",NA,NA,NA,0.034452,1.44,NA,NA,81.77073171,438
"Lithuania","LTU","2004",19287.89847,11.06999969,3196.849344,3.377075,1.27,9.3,69.43000031,71.96097561,440
"Luxembourg","LUX","2004",102708.2125,7.090000153,16300.11242,0.458095,1.66,3.8,65.58999634,79.12195122,442
"Macao SAR, China","MAC","2004",72944.40942,4,NA,0.471597,0.862,NA,68.40000153,81.304,446
"Madagascar","MDG","2004",1533.698657,NA,NA,17.802997,5.141,88.4,87.94000244,60.752,450
"Malawi","MWI","2004",775.3461317,NA,NA,12.301838,5.963,118.8,77.37000275,46.823,454
"Malaysia","MYS","2004",17538.48222,3.809999943,2984.361024,25.190652,2.355,8.3,63.52999878,73.364,458
"Maldives","MDV","2004",14901.98267,NA,NA,0.311265,2.313,26.9,56.34999847,73.034,462
"Mali","MLI","2004",1899.083257,10.92000008,NA,12.36907,6.821,162.1,72.19000244,51.224,466
"Malta","MLT","2004",28235.69918,8.25,4797.292583,0.401268,1.4,6.9,57.18999863,79.25365854,470
"Marshall Islands","MHL","2004",3505.705863,NA,NA,0.054476,NA,40.2,NA,NA,584
"Mauritania","MRT","2004",4395.521984,NA,NA,2.939247,5.23,110.1,49.79000092,61.17,478
"Mauritius","MUS","2004",13413.99326,13.38000011,1614.246648,1.221003,1.92,15.7,63.25999832,72.26585366,480
"Mexico","MEX","2004",17693.05322,5.25,1927.073923,104.514932,2.536,23.7,62.43000031,75.243,484
"Micronesia, Fed. Sts.","FSM","2004",3500.946192,NA,NA,0.106625,3.912,47.6,NA,65.282,583
"Moldova","MDA","2004",6710.469121,6.320000172,2440.981408,2.895147,1.224,21.1,54.70999908,67.665,498
"Monaco","MCO","2004",NA,NA,NA,0.0335,NA,4.6,NA,NA,492
"Mongolia","MNG","2004",5551.467146,NA,1196.126729,2.496391,2.121,47.7,61.79000092,64.671,496
"Montenegro","MNE","2004",13548.15045,NA,NA,0.613353,1.847,11.5,57.34999847,73.486,499
"Morocco","MAR","2004",5122.991,11.35000038,612.2818852,30.115214,2.598,41.4,53.33000183,71.067,504
"Mozambique","MOZ","2004",792.7271548,NA,448.9076948,19.910552,5.733,138,85.43000031,50.143,508
"Myanmar","MMR","2004",1696.88176,NA,80.51151125,48.564484,2.713,79.3,74.40000153,61.294,104
"Namibia","NAM","2004",7816.972518,24.98999977,1453.548561,1.907745,3.565,73.7,57.29999924,50.6,516
"Nauru","NRU","2004",5582.104075,NA,NA,0.009902,NA,38.7,NA,NA,520
"Nepal","NPL","2004",1947.285711,NA,74.43150382,25.419344,3.263,64.5,87.09999847,64.729,524
"Netherlands","NLD","2004",48741.87597,5.039999962,6882.970221,16.281779,1.72,5.5,76.62000275,79.09512195,528
"New Caledonia","NCL","2004",NA,NA,NA,0.22875,2.18,NA,71.83000183,75.47073171,540
"New Zealand","NZL","2004",36567.60022,4.519999981,9666.299694,4.0875,1.98,6.7,76.34999847,79.54878049,554
"Nicaragua","NIC","2004",4200.301774,7.880000114,392.5490244,5.364935,2.816,31.3,63.68999863,70.933,558
"Niger","NER","2004",929.8839197,NA,33.52147004,13.125916,7.63,181.7,80.87999725,52.668,562
"Nigeria","NGA","2004",3854.008007,NA,123.6324847,135.320422,6.011,160.8,59.81000137,47.72,566
"North Macedonia","MKD","2004",10636.54653,37.81999969,3143.339387,2.057048,1.566,14,61.68000031,73.892,807
"Northern Mariana Islands","MNP","2004",NA,NA,NA,0.057246,NA,NA,NA,NA,580
"Norway","NOR","2004",60893.41099,3.920000076,24214.10698,4.59191,1.83,4.2,78.34999847,79.84146341,578
"Oman","OMN","2004",31976.72389,NA,3829.456103,2.445517,3.029,13.3,57.34999847,73.851,512
"Pakistan","PAK","2004",3560.811864,12.94999981,412.9902986,156.664697,4.528,98,53.29000092,63.736,586
"Palau","PLW","2004",14622.11259,NA,NA,0.019867,NA,26.5,NA,NA,585
"Panama","PAN","2004",15493.90834,17.42000008,1424.133683,3.269356,2.663,23.5,68.18000031,75.728,591
"Papua New Guinea","PNG","2004",2767.499065,NA,NA,6.354245,4.315,65.6,64.75,60.245,598
"Paraguay","PRY","2004",8526.510485,8.359999657,824.3538272,5.730549,3.119,30.7,74.41000366,71.464,600
"Peru","PER","2004",7136.35492,5.230000019,792.6379658,27.624213,2.706,28.6,77.41999817,72.581,604
"Philippines","PHL","2004",4908.058854,3.890000105,575.2530777,84.710542,3.579,34.9,63.11999893,69.013,608
"Poland","POL","2004",18346.2178,19.77000046,3416.118632,38.182222,1.23,7.8,63.66999817,74.84634146,616
"Portugal","PRT","2004",30991.44347,7.179999828,4533.539695,10.483861,1.4,5,72.58999634,77.67073171,620
"Puerto Rico","PRI","2004",35016.93833,8.600000381,NA,3.826878,1.7822,NA,54.11999893,78.17585366,630
"Qatar","QAT","2004",93748.30122,3.890000105,16349.98553,0.753334,2.713,10.8,79.31999969,78.083,634
