Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Population density (people per sq. km of land area),EN.POP.DNST,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,268.9111111,273.5833333,276.8388889,278.9722222,280.3166667,280.7388889,280.2777778,279.7555556,280.1277778,281.9611111,285.6777778,290.9444444,296.9777778,302.6444444,306.9888889,309.8166667,311.3944444,312.0777778,312.5,313.1444444,314.0611111,315.0944444,316.3222222,317.6611111,319.1055556,320.75,322.5444444
Population density (people per sq. km of land area),EN.POP.DNST,Mauritania,MRT,1.11262249,1.146477151,1.181183662,1.216801203,1.253376346,1.290965363,1.329540118,1.369108373,1.409752595,1.451620258,1.49475114,1.539238382,1.584992723,1.631767731,1.67918696,1.727010769,1.775177064,1.823773164,1.872933928,1.922866984,1.973751819,2.025722325,2.07882507,2.133047443,2.188334142,2.244717182,2.302222761,2.361077908,2.421864752,2.485286698,2.551876395,2.621907442,2.695351703,2.772046182,2.851699816,2.93411662,3.019216067,3.107128165,3.198057631,3.292334336,3.390118366,3.491460173,3.59615213,3.703787717,3.813811972,3.925779567,4.039520714,4.155015038
Population density (people per sq. km of land area),EN.POP.DNST,Mauritius,MUS,406.8965517,413.4137931,419.7305419,426.0192118,432.5330049,439.408867,446.5551724,453.8812808,459.8517241,467.9251232,475.8812808,482.9862069,488.926601,493.4438424,498.6310345,502.7231527,506.5812808,510.3852217,513.9108374,517.862069,521.5640394,527.2246305,534.2073892,540.5783251,548.2,552.9344828,558.6187192,565.6571429,571.6359606,578.9492611,584.6665025,589.3039409,593.4093596,597.7192118,601.4793103,605.0512315,607.879803,610.6551724,612.8674877,614.4970443,615.9605911,616.9477833,618.6610837,620.0261084,621.1497537,621.9729064,622.4004926,622.962069
Population density (people per sq. km of land area),EN.POP.DNST,Mexico,MEX,26.48914067,27.30336326,28.13341032,28.97415211,29.81908177,30.66331593,31.50399444,32.34131691,33.17722627,34.01522519,34.85756938,35.70442861,36.55374572,37.40286479,38.24822192,39.08716016,39.91825819,40.74183029,41.55905296,42.37193909,43.1817341,43.9891062,44.79288973,45.5903907,46.37794182,47.15310836,47.91637851,48.66946269,49.41295867,50.14780833,50.8757144,51.59502714,52.30831966,53.0265799,53.76420793,54.53082795,55.33071993,56.15911006,57.00520641,57.85328172,58.69130533,59.51566295,60.32776306,61.12665501,61.91266648,62.68590139,63.44472646,64.18751717
Population density (people per sq. km of land area),EN.POP.DNST,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141.1,144.8414286,148.45,151.4714286,153.6128571,154.7442857,154.9714286,154.5828571,153.9728571,153.4314286,153.1042857,152.9,152.7157143,152.3214286,151.6128571,150.53,149.2057143,147.9185714,147.1071429,147.0157143,147.7857143,149.2942857,151.3228571,153.4942857,155.5642857,157.45,159.2271429
Population density (people per sq. km of land area),EN.POP.DNST,Moldova,MDA,106.0368551,107.5347476,109.0674748,110.5653673,111.9935904,113.2476399,114.3971854,115.3725572,116.3130944,117.2536315,118.2986728,119.4482182,120.667433,121.9214826,123.1755321,124.3599122,125.4746229,126.5544989,127.4950361,128.2265649,128.7490856,129.0277633,129.0974327,128.5649772,128.2274038,127.7539889,127.4984531,127.0719477,127.0648068,126.9095939,126.7399798,126.4568722,126.1643626,125.8534155,125.4986593,125.1501027,124.802764,124.513872,124.2770912,124.1203049,124.1693101,124.0975355,124.0380179,123.9184455,123.8860557,123.806319,123.7312851,123.6352109
Population density (people per sq. km of land area),EN.POP.DNST,Monaco,MCO,11742,11860.5,12025.5,12219.5,12418,12599,12762,12904.5,13043.5,13197,13372.5,13581,13813.5,14048.5,14255,14416,14520.5,14584,14614.5,14652.5,14719,14811,14932.5,15073,15217.5,15358,15497.5,15640,15778,15922,16073.5,16235,16403,16576.5,16750,16921.5,17095,17262.5,17436,17613,17806,18012,18230,18450.5,18661,18859,19035,19196
Population density (people per sq. km of land area),EN.POP.DNST,Mongolia,MNG,0.82315778,0.847762558,0.873265275,0.899420685,0.92588957,0.952426041,0.978954788,1.005567213,1.032406859,1.059689359,1.087580782,1.115808208,1.144292464,1.173572955,1.20438863,1.237081928,1.272116944,1.308828755,1.345113803,1.378132161,1.405896779,1.427635238,1.444099359,1.456774119,1.467905327,1.479196169,1.491135199,1.503472026,1.516300626,1.52953539,1.543176961,1.557447411,1.572691753,1.589099874,1.606884189,1.626215917,1.647091841,1.669597569,1.694107727,1.721076753,1.750750534,1.783234635,1.818210433,1.85496022,1.892497232,1.930043899,1.967326013,2.004286284
Population density (people per sq. km of land area),EN.POP.DNST,Montenegro,MNE,38.09717472,38.32334572,38.79442379,39.42156134,40.0670632,40.63100372,41.08267658,41.45546468,41.78921933,42.14780669,42.5730855,43.08141264,43.64319703,44.20118959,44.67539033,45.01100372,45.18297398,45.21516729,45.16081784,45.09821561,45.08342007,45.13791822,45.24282528,45.36579926,45.45643123,45.4804461,45.42773234,45.31747212,45.17933086,45.05583643,44.97769517,45.15903346,45.34037175,45.52171004,45.60245353,45.66996283,45.7267658,45.78996283,45.87130112,45.96981413,46.05412639,46.10252788,46.14133829,46.18639405,46.23122677,46.25717472,46.26788104,46.2730855
Population density (people per sq. km of land area),EN.POP.DNST,Morocco,MAR,35.85771161,36.63324148,37.40845768,38.19968183,39.01667936,39.87489133,40.77715438,41.72102397,42.70618418,43.73054448,44.79052655,45.88777728,47.01772126,48.16286354,49.30011875,50.41252521,51.49077974,52.53697513,53.55947121,54.57230338,55.58472328,56.59960565,57.61014116,58.60453283,59.56638584,60.48453955,61.35665024,62.18814923,62.98553215,63.75870267,64.51642169,65.26177459,65.99768765,66.73287923,67.47751288,68.24010979,69.02236836,69.82673762,70.66280753,71.54175891,72.47006274,73.45249832,74.48330271,75.54490925,76.6129218,77.66883935,78.70557024,79.72505938
Population density (people per sq. km of land area),EN.POP.DNST,Mozambique,MOZ,11.47376714,11.74070424,12.01230957,12.29514611,12.59819044,12.92659401,13.28105115,13.65565376,14.04054528,14.42229202,14.78953432,15.14927643,15.50118772,15.81902134,16.06871487,16.23183067,16.28800071,16.25975864,16.22371881,16.28467916,16.51528777,16.94858974,17.55639894,18.27481116,19.00868283,19.68931814,20.29609349,20.85147511,21.38145553,21.92856889,22.52336911,23.17186093,23.86143468,24.58239019,25.31925024,26.06109642,26.80651848,27.56086879,28.32802971,29.11405427,29.92392228,30.75801394,31.61658231,32.50429182,33.42679493,34.38795748,35.38994125,36.43150512
Population density (people per sq. km of land area),EN.POP.DNST,Myanmar,MMR,41.72517214,42.71161673,43.7159118,44.7381461,45.77908162,46.83890045,47.914957,49.00502188,50.10983872,51.23082902,52.36758729,53.51847171,54.67801818,55.83713315,56.9843116,58.10981118,59.21363956,60.29368516,61.336186,62.32430456,63.24815467,64.09737277,64.88001347,65.62720262,66.38220767,67.17507421,68.01757505,68.8974401,69.79101509,70.66296937,71.48713315,72.26048903,72.99043823,73.67399394,74.32353463,74.92029509,75.44500895,75.92954309,76.42565092,76.91775142,77.458926,78.05203661,78.71652453,79.39678294,80.0526842,80.66504257,81.22316715,81.73972714
Population density (people per sq. km of land area),EN.POP.DNST,Namibia,NAM,0.992929587,1.023155875,1.055470126,1.088639483,1.120993817,1.151381652,1.179561272,1.206082911,1.231713005,1.257613963,1.284756283,1.312952908,1.342302226,1.374524165,1.411749201,1.455317081,1.506064692,1.562993599,1.623408519,1.683501561,1.740462049,1.793278189,1.842556086,1.888886055,1.933488807,1.977268034,2.020403503,2.062495597,2.103315964,2.142451627,2.179755615,2.215102819,2.248931725,2.282448469,2.317221149,2.354358731,2.394438169,2.437189812,2.481985692,2.527716843,2.57366663,2.619612773,2.665869864,2.712907967,2.761396349,2.81177228,2.864168155,2.91829489
Population density (people per sq. km of land area),EN.POP.DNST,Nauru,NRU,327.6,333.9,340.15,346.4,352.9,358.75,364.3,369.95,375.15,380.8,387.05,393.75,400.9,408.55,416.4,425.05,434.15,443.25,453.1,463.9,475.25,488.2,501.5,514.35,524.9,531.4,533.6,532.35,528.25,522.45,516.85,510.75,505.1,499.7,495.1,492.45,491.4,492.1,494.55,496.95,500.25,502.85,513.95,541.05,592.65,623.75,652.45,643.8
Population density (people per sq. km of land area),EN.POP.DNST,Nepal,NPL,84.43794406,86.18169231,87.99398601,89.87556643,91.82699301,93.84873427,95.94035664,98.10165035,100.3331538,102.6358671,105.0098042,107.4631469,109.996021,112.5917273,115.2270839,117.8902797,120.5571538,123.2426084,126.0192517,128.9862098,132.2061399,135.7028252,139.4288112,143.2865385,147.1391888,150.8816154,154.477986,157.9354895,161.2439371,164.4053427,167.01158,169.843781,172.4843181,174.9624834,177.3236414,179.5919079,181.8395047,184.0431182,186.0242483,187.5377398,188.4423579,188.6392536,188.2794698,187.7775096,187.7009138,188.4550471,190.1718242,192.7249669
Population density (people per sq. km of land area),EN.POP.DNST,Netherlands,NLD,386.212263,390.8322571,394.804295,398.0841825,401.2161137,404.8085012,407.9987263,410.4320201,412.9650474,415.8255332,419.1291469,422.014455,423.9540877,425.5648697,427.2574348,429.2545024,431.6433057,434.3909064,437.2065758,439.8372927,442.876481,446.3802725,449.7679502,452.9137441,455.6527844,457.9089455,460.0265995,462.4007701,465.2609301,468.3675355,471.7272808,475.3015403,478.3450533,480.6072867,482.2801836,483.4084123,484.1854562,485.2398104,487.1324941,490.0796917,492.5998814,495.0496441,496.8849941,498.7958445,500.5938854,502.8175423,505.500564,508.4979519
Population density (people per sq. km of land area),EN.POP.DNST,New Caledonia,NCL,6.126914661,6.564551422,6.865426696,7.029540481,7.166301969,7.248358862,7.330415755,7.439824945,7.521881838,7.576586433,7.661378556,7.803610503,7.970459519,8.134573304,8.29595186,8.449124726,8.607768053,8.780087527,8.952407002,9.130087527,9.348960613,9.593107221,9.83583151,10.09277899,10.36553611,10.60262582,10.80765864,11.01849015,11.2297046,11.44496718,11.66466083,11.88862144,12.11652079,12.32472648,12.51367615,12.70514223,12.89660832,13.0880744,13.27954048,13.45459519,13.66247265,13.91411379,14.16849015,14.42286652,14.66356674,14.90153173,15.1285558,15.33643326
Population density (people per sq. km of land area),EN.POP.DNST,New Zealand,NZL,10.67449014,10.83513729,11.02844556,11.24643956,11.48342258,11.70901219,11.81307204,11.84991075,11.85370856,11.80737534,11.82218678,11.86776043,11.98625195,12.15031712,12.25589609,12.33185219,12.32881395,12.43553226,12.46971251,12.52971782,12.64593065,13.2737078,13.41270746,13.56651855,13.74805363,13.9508564,14.17340777,14.36063955,14.48862557,14.56496145,14.65079184,14.73738179,14.99563252,15.29451977,15.5235274,15.69974555,15.89229425,16.0411682,16.17788918,16.34043523,16.52310964,16.64957654,16.74110364,16.87022901,17.12696062,17.45357184,17.82385781,18.20629676
Population density (people per sq. km of land area),EN.POP.DNST,Nicaragua,NIC,19.99761509,20.61941998,21.26224863,21.92703174,22.61438424,23.32438923,24.05660628,24.80878345,25.57641682,26.3537311,27.13577364,27.92205418,28.71134286,29.49734918,30.27236164,31.03158551,31.76940336,32.4885408,33.2020359,33.9285192,34.68035566,35.46258933,36.26817351,37.08240818,37.8843776,38.65867542,39.40151238,40.11684394,40.80644009,41.47448895,42.12482965,42.75690543,43.37151404,43.97638358,44.58147748,45.19436596,45.81820675,46.45217716,47.0951637,47.74410836,48.39675087,49.05300814,49.71352834,50.37771315,51.04481469,51.71381087,52.38469337,53.05679741
Population density (people per sq. km of land area),EN.POP.DNST,Niger,NER,3.560941028,3.661473119,3.764290677,3.870017368,3.979472645,4.093266756,4.211798374,4.33500671,4.462502566,4.593639378,4.728036631,4.865954843,5.007912687,5.15405463,5.304578037,5.459853951,5.620022894,5.785855372,5.959132391,6.142137049,6.336615615,6.543565959,6.763061498,6.994779348,7.23795058,7.49213547,7.757636378,8.035210389,8.325346175,8.628655562,8.945730639,9.277149286,9.623417542,9.984987763,10.36229257,10.75587511,11.16599905,11.59343096,12.03987369,12.50740744,12.99757243,13.51129786,14.0484653,14.60823794,15.18919792,15.79037104,16.41180864,17.05413436
Population density (people per sq. km of land area),EN.POP.DNST,Nigeria,NGA,61.46682917,62.91048563,64.41341722,66.00417778,67.7198162,69.58320762,71.61124982,73.78715592,76.05862841,78.35252698,80.61709652,82.8315623,85.01328107,87.19527433,89.42845614,91.74960199,94.16910856,96.67427781,99.25148062,101.8786598,104.5406085,107.2363297,109.9747576,112.7625559,115.6095392,118.5242542,121.5112421,124.5733423,127.7158437,130.9442153,134.2642489,137.6791572,141.1948966,144.8232056,148.5780406,152.4699057,156.5030776,160.6772039,164.9918454,169.4444624,174.0320794,178.7554168,183.6125114,188.5940128,193.6876511,198.8838543,204.1791989,209.5735597
Population density (people per sq. km of land area),EN.POP.DNST,North Macedonia,MKD,67.66810853,68.40428628,69.01124656,69.56315376,70.16901298,70.90090444,71.78733779,72.79075895,73.83751475,74.82182462,75.66641762,76.34801416,76.88725914,77.30613449,77.64117184,77.92111679,78.15721589,78.34345262,78.47082186,78.52418403,78.49893826,78.38387731,78.20129768,78.01918993,77.92776249,77.98867479,78.23212741,78.63145891,79.12139206,79.60652772,80.0164766,80.33197011,80.57129375,80.74817145,80.89060165,81.01742037,81.12980731,81.86389219,81.93868411,82.03961142,82.10709754,82.17632831,82.24734338,82.31827914,82.38600317,82.44758128,82.50376685,82.55337034
Population density (people per sq. km of land area),EN.POP.DNST,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101.4478261,101.0347826,99.47391304,98.6173913,99.7173913,103.3065217,108.8173913,115.2108696,120.9478261,124.8978261,126.7847826,127,125.9717391,124.4478261,122.9173913,121.4826087,120.0413043,118.75,117.8108696,117.3282609,117.4173913,118.0673913,119.0956522,120.2282609,121.2608696,122.1478261,122.9608696
Population density (people per sq. km of land area),EN.POP.DNST,Norway,NOR,10.61143555,10.6861144,10.76815545,10.84374328,10.91122146,10.97160575,11.02318497,11.06987431,11.11221861,11.15012752,11.18600217,11.22455721,11.26585837,11.30321696,11.33515999,11.36915645,11.40978135,11.46330995,11.52513985,11.57281483,11.61271145,11.66817848,11.73571964,11.80578239,11.87319487,11.93499191,11.99564178,12.0608612,12.13288703,12.21625322,12.29580005,12.35818027,12.42500683,12.4980977,12.57217147,12.65808938,12.76044836,12.8931706,13.05486799,13.22054902,13.38626291,13.56103923,13.74033034,13.91208686,14.06986657,14.21057257,14.3363165,14.45257595
Population density (people per sq. km of land area),EN.POP.DNST,Oman,OMN,2.338775444,2.419928918,2.508497577,2.607386107,2.720355412,2.849909532,2.996562197,3.1593021,3.336991922,3.527793215,3.729812601,3.943731826,4.168371567,4.397696284,4.623812601,4.841415186,5.044216478,5.233806139,5.422003231,5.625705977,5.855124394,6.118798061,6.407996769,6.695004847,6.941579968,7.122058158,7.226668821,7.269021002,7.275812601,7.285634895,7.327861066,7.415063005,7.54396769,7.70974475,7.901508885,8.113896607,8.33847496,8.585324717,8.888410339,9.293008078,9.826927302,10.50438772,11.30219386,12.16415186,13.01214863,13.78787722,14.47243619,15.0757189
Population density (people per sq. km of land area),EN.POP.DNST,Pakistan,PAK,75.42297115,77.48868955,79.62586524,81.8537334,84.19727844,86.67610653,89.29317922,92.04826821,94.95285648,98.01931688,101.2535583,104.6602052,108.2290434,111.9317339,115.7296933,119.5925566,123.5151749,127.4981255,131.5244954,135.5760702,139.6429029,143.7041407,147.76765,151.8870447,156.1368332,160.565638,165.1998884,170.0101585,174.9211719,179.8264594,184.6507602,189.3659221,193.9986768,198.5955959,203.2283844,207.949367,212.7732293,217.6838224,222.6662853,227.6951134,232.7530108,237.832856,242.9450433,248.1098472,253.3556779,258.7003995,264.1491335,269.6874818
Population density (people per sq. km of land area),EN.POP.DNST,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.5673913,34.46956522,35.41304348,36.34130435,37.31304348,38.24565217,39.16086957,40.02173913,40.8173913,41.5326087,42.14347826,42.68913043,43.06304348,43.18913043,43.00217391,42.47826087,41.64782609,40.66086957,39.75,39.0326087,38.57608696,38.34782609,38.27391304,38.3173913,38.40217391,38.5326087,38.71304348
Population density (people per sq. km of land area),EN.POP.DNST,Panama,PAN,20.43697875,21.02627119,21.62760291,22.23852569,22.85517891,23.47508744,24.09712133,24.72154964,25.34872209,25.97933818,26.61403013,27.25277105,27.89557439,28.54264192,29.19457896,29.85204466,30.51520043,31.18461125,31.8610573,32.54541297,33.23845843,33.94024751,34.65098197,35.37234329,36.10594566,36.85321496,37.61489104,38.39000538,39.1756255,39.96766209,40.76308851,41.56104385,42.36195857,43.16717783,43.97842346,44.79710788,45.62370191,46.45782889,47.29895077,48.14655636,49.0003632,49.85852838,50.72133441,51.59317998,52.47935163,53.38292978,54.30559591,55.24308582
Population density (people per sq. km of land area),EN.POP.DNST,Papua New Guinea,PNG,6.145654286,6.292302257,6.443799408,6.600719869,6.763787926,6.933588747,7.109987634,7.29283443,7.482705472,7.680298547,7.885891887,8.099863092,8.321518792,8.548982025,8.779658173,9.011681314,9.24457669,9.478785938,9.714534293,9.952283266,10.19264011,10.43489599,10.67927616,10.92843484,11.18593163,11.45400344,11.73485846,12.02720708,12.32557965,12.6223579,12.91256901,13.19310383,13.46690147,13.74238617,14.03136731,14.34196661,14.67759352,15.03447865,15.40476306,15.77700835,16.14297355,16.50002208,16.85068675,17.19820474,17.54787572,17.90349115,18.26560085,18.63275405
Population density (people per sq. km of land area),EN.POP.DNST,Paraguay,PRY,6.228952932,6.382766172,6.537009816,6.693735213,6.855806695,7.025524792,7.203289706,7.389156808,7.584399698,7.790448024,8.008117292,8.237885729,8.479166876,8.730266801,8.98885477,9.252982633,9.521958218,9.795454317,10.07218978,10.35083312,10.63029197,10.90950164,11.1880594,11.46619935,11.74451045,12.02326454,12.30211931,12.58016612,12.85637805,13.1294966,13.39844198,13.66333753,13.92389127,14.17816008,14.4237327,14.65918953,14.88348603,15.09797886,15.30655928,15.51465391,15.72620186,15.94255223,16.16287944,16.38629751,16.61093884,16.83550466,17.05983388,17.28432419
Population density (people per sq. km of land area),EN.POP.DNST,Peru,PER,10.51546406,10.80966172,11.11090703,11.41862891,11.73207422,12.05058125,12.37388438,12.70181328,13.03395,13.36983438,13.70907031,14.05108828,14.39563672,14.74296328,15.09355156,15.44755625,15.8049875,16.16506484,16.52613984,16.88608828,17.24330703,17.59560781,17.94282656,18.28760234,18.6339125,18.98371875,19.338925,19.69605781,20.04536094,20.37366641,20.67183125,20.93694141,21.17263125,21.38455156,21.58141641,21.77042578,21.95473125,22.13519688,22.31431016,22.49426172,22.67787031,22.86274844,23.05217813,23.26092734,23.50809297,23.80526094,24.1609625,24.56585703
Population density (people per sq. km of land area),EN.POP.DNST,Philippines,PHL,120.0415543,123.5488332,127.1487829,130.8478926,134.626406,138.463769,142.3572224,146.3239494,150.3789214,154.5422075,158.8279941,163.2385485,167.7685985,172.4147701,177.1708757,182.0297884,186.9918335,192.0509642,197.1861723,202.3703491,207.5834591,212.8141195,218.0639099,223.3420666,228.6643827,234.0412785,239.4665761,244.9303552,250.4343629,255.9812422,261.568082,267.2062012,272.8821075,278.5389912,284.1014924,289.5202401,294.7602878,299.8473421,304.866234,309.937814,315.1449844,320.5220076,326.0309152,331.5945669,337.100104,342.4664185,347.6671932,352.7291948
Population density (people per sq. km of land area),EN.POP.DNST,Poland,POL,106.6450096,107.0341833,107.9227203,108.9072448,109.9575533,111.0555323,112.1691861,113.2555748,114.1584773,115.0779229,116.1453198,117.2045676,118.2881615,119.4025531,120.4875575,121.4596787,122.2897222,122.9816351,123.4923994,123.939825,124.4271181,124.8692187,125.2527572,125.5718698,125.8371217,126.0080251,126.1039211,126.1864899,126.2316138,126.2211336,124.9098208,124.8753665,124.8175389,124.7536899,124.6440832,124.5893154,124.5144522,124.446853,124.4719523,124.5644606,124.2092007,124.2962969,124.3000588,124.2291107,124.1442732,124.0615696,124.008253,124.0237304
Population density (people per sq. km of land area),EN.POP.DNST,Portugal,PRT,94.86809836,94.46727869,94.32163934,94.35081967,95.67612022,99.38218579,102.2492896,103.3407104,104.4617486,105.5875956,106.7356503,107.6651585,108.3253661,108.8291257,109.2484372,109.5476831,109.6473661,109.6178251,109.5039344,109.3442623,109.1062077,108.8550273,108.7704262,108.9035519,109.1969945,109.575694,109.9884699,110.480623,111.0403934,111.6702514,112.4579016,113.2537923,113.8757486,114.3040546,114.5777158,114.8281404,115.0353996,115.2614409,115.4277577,115.3864723,115.4394585,115.2697893,114.8034065,114.1561345,113.5417757,113.0725249,112.7163894,112.4418211
Population density (people per sq. km of land area),EN.POP.DNST,Puerto Rico,PRI,306.4261556,311.4081172,317.6162345,324.5531003,331.37531,337.5422773,343.1627959,348.2175874,352.8095829,357.1688839,361.4430665,365.5639233,369.4986471,373.2962796,377.0225479,380.7215333,384.3916573,388.0326945,391.6457723,395.2254791,398.7598647,401.5907554,404.1912063,407.6095829,411.413416,415.2314543,419.916009,423.8365276,426.2797069,428.4195039,429.6059752,430.5269448,431.0824126,431.3523112,431.4405862,430.8187148,428.9981962,426.4932356,423.9984216,421.692221,419.5631342,414.7386697,409.7506201,405.0819617,398.5201804,391.5632469,384.0467869,374.8591883
Population density (people per sq. km of land area),EN.POP.DNST,Qatar,QAT,9.432730405,10.28544358,11.24031008,12.24685616,13.23178295,14.15331611,14.9630491,15.70353144,16.5332472,17.67192076,19.2620155,21.35986219,23.87820844,26.64134367,29.39465978,31.94573643,34.25839793,36.36072351,38.20887166,39.76658053,41.02308355,41.97700258,42.66968131,43.19371232,43.67278208,44.22411714,45.00697674,46.10861326,47.50749354,49.1377261,51.03083549,52.97260982,55.19965547,58.72420327,64.88664944,74.54056848,88.08880276,104.9469423,123.7437554,142.5452196,159.8903531,175.3549526,189.1536606,201.2552972,211.8172265,220.9913867,228.6282515,234.687683
Population density (people per sq. km of land area),EN.POP.DNST,Romania,ROU,87.91524703,88.83201789,89.68462707,90.45619953,91.29733872,92.4441391,93.56444387,94.4520969,95.30026917,95.90382912,96.56443952,97.31340193,97.74849787,98.06716159,98.35868716,98.79060085,99.24142138,99.6328471,100.1027264,100.9873905,101.1634402,100.2403687,99.33881286,99.20369563,99.03799834,98.84644211,98.54916347,98.26156929,98.03277146,97.87473868,97.70132341,96.34743807,94.53384957,93.82181344,93.26846957,92.70234368,92.15479607,90.83901866,89.33394954,88.53119621,88.01074114,87.53324934,87.20126511,86.87429031,86.53068063,86.12430894,85.63252782,85.13339273
Population density (people per sq. km of land area),EN.POP.DNST,Russian Federation,RUS,7.956339098,8.00215986,8.048163661,8.09453354,8.141086458,8.187944442,8.245723751,8.303869139,8.362441618,8.421441188,8.481416966,8.538220068,8.592033533,8.643589517,8.709300516,8.777207984,8.840417451,8.902284632,8.960185968,9.012901199,9.047739621,9.067995937,9.071961781,9.063735416,9.055186606,9.0592431,9.046306255,9.030982834,9.014589318,8.982780741,8.948996663,8.911609395,8.870433931,8.830256615,8.794642038,8.76107113,8.734387528,8.719462392,8.716094712,8.718719877,8.722634362,8.729437799,8.744141951,8.762780128,8.781877489,8.798804045,8.813796287,8.823220799
Population density (people per sq. km of land area),EN.POP.DNST,Rwanda,RWA,152.3047426,156.9290231,161.6223754,166.4534657,171.5272801,176.9236319,182.6554114,188.7062424,195.0900689,201.8166599,208.8898257,216.0215647,223.1391163,230.6842319,239.2721119,249.1646129,261.1978516,274.8270369,287.3202675,294.9730442,295.4552898,287.1477503,271.6758816,253.9017835,240.6267126,236.5826915,243.74167,260.2310904,282.2376165,304.0629915,321.5922578,333.6504256,341.5914066,346.8650588,351.8655857,358.3386704,366.5722335,375.9123227,386.0775841,396.5451966,406.9451966,417.2408188,427.6318606,438.2465748,449.2758411,460.8460073,472.9962708,485.648034
Population density (people per sq. km of land area),EN.POP.DNST,Samoa,WSM,50.58268551,51.38268551,52.04805654,52.60212014,53.07349823,53.48374558,53.83992933,54.14275618,54.41236749,54.67809187,54.95583039,55.26749117,55.60848057,55.95477032,56.27137809,56.5335689,56.72932862,56.87809187,57.02332155,57.22261484,57.52756184,57.94946996,58.4770318,59.05265018,59.60918728,60.08975265,60.48233216,60.80141343,61.07385159,61.3459364,61.64452297,61.97597173,62.33462898,62.71519435,63.10600707,63.50777385,63.91378092,64.32720848,64.75724382,65.21413428,65.70636042,66.2434629,66.8155477,67.39116608,67.92261484,68.37915194,68.74028269,69.02897527
Population density (people per sq. km of land area),EN.POP.DNST,San Marino,SMR,320.35,323.15,324.9,326.1,327.7333333,330.5166667,334.7166667,339.95,346,352.1166667,357.65,362.75,367.2833333,371.65,375.8166667,379.9666667,384.1,388.25,392.5166667,396.95,402.0833333,407.6666667,413.7,420.15,426.3666667,432.1333333,437.5333333,442.7,447.3333333,452.4166667,457.7,463.5333333,469.5833333,476.0333333,482.3333333,488.7333333,495,501.05,507.2333333,513.6,520.4833333,527.6833333,535.0833333,542.55,549.1333333,554.5333333,558.4,561.1833333
Population density (people per sq. km of land area),EN.POP.DNST,Sao Tome and Principe,STP,77.67083333,79.528125,81.18125,82.775,84.53333333,86.60208333,89.04270833,91.78125,94.628125,97.35520833,99.78541667,101.84375,103.6177083,105.2770833,107.1135417,109.2958333,111.9052083,114.8479167,118.0052083,121.1666667,124.1760417,127.0375,129.7666667,132.35625,134.8197917,137.1645833,139.38125,141.4916667,143.5916667,145.790625,148.1895833,150.7864583,153.590625,156.6822917,160.1427083,164.0333333,168.4177083,173.2291667,178.25,183.2041667,187.8864583,192.2125,196.2541667,200.090625,203.8822917,207.7416667,211.6947917,215.7177083
Population density (people per sq. km of land area),EN.POP.DNST,Saudi Arabia,SAU,2.714990999,2.837909652,2.973903214,3.12227484,3.281650843,3.451424624,3.629791272,3.818084003,4.022368341,4.250811512,4.508313292,4.79686606,5.111831473,5.443169945,5.777034828,6.102737139,6.416815913,6.719885658,7.01035126,7.287700552,7.551686522,7.802378017,8.039620131,8.263190507,8.47306821,8.670453414,8.854227819,9.027879369,9.202863669,9.394157762,9.612475752,9.863116077,10.14346859,10.44645926,10.76093855,11.07889184,11.39620596,11.71545525,12.04291828,12.38797361,12.75600715,13.14965646,13.56250762,13.97993106,14.3820709,14.75453065,15.09174439,15.39717215
Population density (people per sq. km of land area),EN.POP.DNST,Senegal,SEN,22.11346284,22.78886407,23.49188698,24.2077858,24.91656885,25.60559913,26.26799979,26.91276165,27.56287851,28.25048564,28.99893523,29.81584169,30.6951592,31.62921103,32.60491352,33.61204488,34.64739521,35.71263699,36.80791046,37.93443619,39.0916065,40.28201319,41.50052459,42.7297564,43.94675116,45.1366748,46.29336207,47.42573625,48.55229834,49.69990131,50.88938867,52.12748143,53.41348881,54.7523347,56.14752506,57.60201527,59.11945151,60.70264374,62.35236587,64.06837376,65.85024671,67.69754843,69.60988417,71.58583078,73.62349244,75.72045396,77.87632057,80.08819924
